,current_text,candidate_text,current_main_category_id,candidate_main_category_id,current_sub_category_id,candidate_sub_category_id,label
21,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,（ただし、大気組成の変化は生物だけによるものではない,0,22,0,44,1
22,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,地球の大気#地球大気の「進化」も参照のこと,0,23,0,46,1
23,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,）また、酸素の多い大気になったことによって、オゾン層が形成され、生物にとって有害な宇宙線や紫外線の遮断がなされ、生物の陸上進出が可能になった,0,24,0,48,1
24,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,また、海水中の酸素が増えることによって、海水に溶け込んだ鉄が酸化鉄となって沈降し鉄鋼床を堆積させた,0,25,0,50,1
25,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,また、現在においては、人類が（大気組成の変化ほどではないにしても）地球の環境に様々な大きな変化をもたらせているとも言える,0,26,0,52,1
26,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,生物の特徴の一つは、それぞれの個体が種と呼ばれるグループを形成していることである,0,27,0,54,1
27,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,種の違いを認識し学名をつけるのが分類という作業である,0,28,0,56,1
28,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,現在分類されている種だけで200万といわれるが、未知の生物種は1千万とも1億ともいわれている,0,29,0,58,0
29,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,分類には何段階かの範疇があり、大きいほうから順に、界、門、綱、目、科、属、という枠組みが設けられている,0,30,0,60,1
30,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,歴史的に最も古くは生物は植物と動物からなるとした二界説（植物界、動物界）があり、その後の生物観の進展とともに、三界説、五界説、八界説などが登場した,0,31,0,62,1
31,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,現在、一般には生物全体をモネラ界（原核生物を含む）、原生生物界、植物界、菌界、動物界に分類する五界説が広く流布しているが、これはいわゆる人為分類である,0,32,0,64,0
32,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,分類学は系統を反映した自然分類を目指して現在も研究がされ続けている,0,33,0,66,0
33,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,近年では、界の上の枠組みとして、ドメインが設けられていて、細胞特性に従い生物全体を真核生物、細菌（バクテリア）、古細菌（アーキア）に分類する三ドメイン説が知られるようになってきている,0,34,0,68,1
34,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,水、タンパク質、脂質、多糖、核酸は生物の主要な構成成分である[8],0,35,0,70,1
35,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,生きているという状態は、無数の化学反応の総和であるという見方もできる,0,36,0,72,0
36,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,これら化学反応がおこる場を提供しているのが水である,0,37,0,74,1
37,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,生物は水の特殊な物性に多くの事を依存しており、極めて重要でかつ主要な構成成分である,0,38,0,76,1
38,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,どの生物でも、体の約70％は水であり、その他の物質が30％ほどを占める[9],0,39,0,78,1
39,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,生物の複雑さを象徴する物質の一つがタンパク質である,0,40,0,80,0
40,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,タンパク質は20種類のアミノ酸が数十から数百個結合したものだが、その順列組み合わせによりその種類は何千万種類にものぼる,0,41,0,82,1
41,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,あるタンパク質は、化学反応を触媒する酵素として働き、あるものは生物の構造を支える骨格として働くというように、様々な働きをしている,0,42,0,84,0
42,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,ロバート・フックがコルクを顕微鏡観察して見出した小さな区画に小部屋（cell＝細胞）と名付けたように、細胞とはある区画化された空間を指す,0,43,0,86,1
43,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,この区画をしているのが細胞膜であり、脂質がその主要な成分である,0,44,0,88,0
44,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,脂質はエネルギーとして効率が良く[10]、また貯蔵するのによい物質でもある,0,45,0,90,0
45,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,生物は区画された空間ではあるが、完全に外界から遮断されているわけではない,0,46,0,92,1
46,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,外部からエネルギーを取り入れ内部で消費し、化学反応で物質を作り出す[11],0,47,0,94,0
47,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,生物間でのエネルギーの流通に炭水化物は重要であり、主に植物が光合成によって生産している,0,48,0,96,1
48,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,ドーキンスは「利己的な遺伝子」で、たまたま自己複製する分子が存在し、それを継続的に支える環境が生まれた結果、生物が誕生した、とした,0,49,0,98,0
49,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,核酸は遺伝子の実体だが、核酸が相補鎖を形成するという性質が生物の大事な本質である[要出典],0,50,0,100,0
50,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,地球外生命地球以外に生命が発見された事例は記録されていない,0,51,0,102,1
51,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,一方、地球と同様の生物や、あるいは異なった性質の生物が地球以外に存在する可能性も否定されていない,0,52,0,104,0
52,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,太陽系においても、火星には生命が存在する可能性が指摘されている,0,53,0,106,0
53,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,少なくとも過去においては生命に適した環境が存在していた可能性が高いと考えられている[要出典],0,54,0,108,1
54,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,現在でも液体の水と熱源がまだ残っていれば、一部の古細菌（メタン菌）の生存に十分な条件が整っているとされ、水や熱源の探査は火星の探査計画でしばしば行われている,0,55,0,110,1
55,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,太陽系外惑星の観測は、主に星震などの観測が行われているが、スペクトル観測も少しずつ行われるようになってきている,0,56,0,112,0
56,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,2007年に発見されたグリーゼ581cに生物が生存可能な環境の存在が期待されたことがある,0,57,0,114,1
57,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,2008年現在、木星型惑星だけでなく地球型惑星の観測成果も少しずつあがってきている,0,58,0,116,0
58,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,有機物以外を構成要素とする生物も想定される,0,59,0,118,1
59,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,このような仮想理論は「代わりの生化学」と呼ばれている,0,60,0,120,0
60,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,比較的頻繁に言及されるのが、炭素に代わってケイ素を中心とする代謝系を持つ生物（ケイ素生物）である,0,61,0,122,1
61,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,SFの世界では、ガスから成る生物や電磁波から成る生物などが登場する,0,62,0,124,1
62,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,他に純粋知性、精神あるいは物質によらない意識が登場するが、現在の科学では、物質的な実体に依拠しない意識は確認されていない,0,63,0,126,0
63,生物体の構造上・機能上の基本単位,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,1,0,2,0,1
64,生物体の構造上・機能上の基本単位,そして同時にそれ自体を生命体と言うこともできる,1,2,2,4,1
65,生物体の構造上・機能上の基本単位,コレステロールとは、ステロイドに分類され、その中でもステロールと呼ばれるサブグループに属する有機化合物の一種である,1,3,2,6,0
66,生物体の構造上・機能上の基本単位,1784年に胆石からコレステロールが初めて単離された,1,4,2,8,1
67,生物体の構造上・機能上の基本単位,室温で単離された場合は白色ないしは微黄色の固体である,1,5,2,10,1
68,生物体の構造上・機能上の基本単位,生体内ではスクアレンからラノステロールを経て生合成される,1,6,2,12,0
69,生物体の構造上・機能上の基本単位,生物（せいぶつ）または生き物（いきもの）とは、動物・菌類・植物・古細菌・細菌などを総称した呼び方である,1,7,2,14,1
70,生物体の構造上・機能上の基本単位,地球上の全ての生物の共通の祖先があり（原始生命体・共通祖先）、その子孫達が増殖し複製するにつれ遺伝子に様々な変異が生じることで進化がおきたとされている,1,8,2,16,1
71,生物体の構造上・機能上の基本単位,結果、バクテリアからヒトにいたる生物多様性が生まれ、お互いの存在(他者)や地球環境に依存しながら、相互に複雑な関係で結ばれる生物圏を形成するにいたっている,1,9,2,18,0
72,生物体の構造上・機能上の基本単位,そのことをガイアとも呼ぶものもある,1,10,2,20,1
73,生物体の構造上・機能上の基本単位,これまで記録された数だけでも百数十万種に上ると言われており、そのうち動物は100万種以上、植物（菌類や藻類も含む）は50万種ほどである[1],1,11,2,22,0
74,生物体の構造上・機能上の基本単位,何をもって生物と見なすかについては、さまざまな定義が存在し、その統一は困難であるとされる[2],1,12,2,24,0
75,生物体の構造上・機能上の基本単位,生物が持ち、無生物が持たない能力や特徴としては一応、自己増殖能力、エネルギー変換能力、自己と外界との明確な隔離があるとされる,1,13,2,26,1
76,生物体の構造上・機能上の基本単位,これに進化する能力を加えることも多い[3],1,14,2,28,0
77,生物体の構造上・機能上の基本単位,また、生物は外界とのやりとりを絶やすことのない開放系を取りながら、恒常性（ホメオスタシス）を維持する能力を持ち、常に変化する[4],1,15,2,30,1
78,生物体の構造上・機能上の基本単位,生物はすべて細胞を基礎としており、細胞によって構成されていないウイルスなども寄生する細胞がなくては増殖できない[5],1,16,2,32,0
79,生物体の構造上・機能上の基本単位,ウイルスは、「それ自身が十分な代謝系をもたないため、宿主細胞がなくては自立増殖することができない」[6]ため、生物か非生物かについて主張が分かれている,1,17,2,34,1
80,生物体の構造上・機能上の基本単位,生命の起源はおよそ40億年前であると考えられている[7]が、それがどのように発生したのかについてはさまざまな仮説が存在する,1,18,2,36,0
81,生物体の構造上・機能上の基本単位,現在の地球の大気組成は、窒素が78%、酸素が21%、二酸化炭素が0.036%というような構成になっているが、生物が現れる前は、二酸化炭素が多くを占める構成であった,1,19,2,38,1
82,生物体の構造上・機能上の基本単位,その温室効果によって地表の温度も高かった,1,20,2,40,1
83,生物体の構造上・機能上の基本単位,ここに生物が出現することによって、光合成による有機物の生成や、生物由来の石灰岩の生成がなされ、炭素固定がなされた結果、今のような酸素が多く含まれた窒素主体の大気組成となった,1,21,2,42,1
84,生物体の構造上・機能上の基本単位,（ただし、大気組成の変化は生物だけによるものではない,1,22,2,44,1
85,生物体の構造上・機能上の基本単位,地球の大気#地球大気の「進化」も参照のこと,1,23,2,46,1
86,生物体の構造上・機能上の基本単位,）また、酸素の多い大気になったことによって、オゾン層が形成され、生物にとって有害な宇宙線や紫外線の遮断がなされ、生物の陸上進出が可能になった,1,24,2,48,1
87,生物体の構造上・機能上の基本単位,また、海水中の酸素が増えることによって、海水に溶け込んだ鉄が酸化鉄となって沈降し鉄鋼床を堆積させた,1,25,2,50,0
88,生物体の構造上・機能上の基本単位,また、現在においては、人類が（大気組成の変化ほどではないにしても）地球の環境に様々な大きな変化をもたらせているとも言える,1,26,2,52,0
89,生物体の構造上・機能上の基本単位,生物の特徴の一つは、それぞれの個体が種と呼ばれるグループを形成していることである,1,27,2,54,0
90,生物体の構造上・機能上の基本単位,種の違いを認識し学名をつけるのが分類という作業である,1,28,2,56,0
91,生物体の構造上・機能上の基本単位,現在分類されている種だけで200万といわれるが、未知の生物種は1千万とも1億ともいわれている,1,29,2,58,1
92,生物体の構造上・機能上の基本単位,分類には何段階かの範疇があり、大きいほうから順に、界、門、綱、目、科、属、という枠組みが設けられている,1,30,2,60,0
93,生物体の構造上・機能上の基本単位,歴史的に最も古くは生物は植物と動物からなるとした二界説（植物界、動物界）があり、その後の生物観の進展とともに、三界説、五界説、八界説などが登場した,1,31,2,62,0
94,生物体の構造上・機能上の基本単位,現在、一般には生物全体をモネラ界（原核生物を含む）、原生生物界、植物界、菌界、動物界に分類する五界説が広く流布しているが、これはいわゆる人為分類である,1,32,2,64,0
95,生物体の構造上・機能上の基本単位,分類学は系統を反映した自然分類を目指して現在も研究がされ続けている,1,33,2,66,1
96,生物体の構造上・機能上の基本単位,近年では、界の上の枠組みとして、ドメインが設けられていて、細胞特性に従い生物全体を真核生物、細菌（バクテリア）、古細菌（アーキア）に分類する三ドメイン説が知られるようになってきている,1,34,2,68,1
97,生物体の構造上・機能上の基本単位,水、タンパク質、脂質、多糖、核酸は生物の主要な構成成分である[8],1,35,2,70,0
98,生物体の構造上・機能上の基本単位,生きているという状態は、無数の化学反応の総和であるという見方もできる,1,36,2,72,1
99,生物体の構造上・機能上の基本単位,これら化学反応がおこる場を提供しているのが水である,1,37,2,74,1
100,生物体の構造上・機能上の基本単位,生物は水の特殊な物性に多くの事を依存しており、極めて重要でかつ主要な構成成分である,1,38,2,76,0
101,生物体の構造上・機能上の基本単位,どの生物でも、体の約70％は水であり、その他の物質が30％ほどを占める[9],1,39,2,78,0
102,生物体の構造上・機能上の基本単位,生物の複雑さを象徴する物質の一つがタンパク質である,1,40,2,80,0
103,生物体の構造上・機能上の基本単位,タンパク質は20種類のアミノ酸が数十から数百個結合したものだが、その順列組み合わせによりその種類は何千万種類にものぼる,1,41,2,82,1
104,生物体の構造上・機能上の基本単位,あるタンパク質は、化学反応を触媒する酵素として働き、あるものは生物の構造を支える骨格として働くというように、様々な働きをしている,1,42,2,84,0
105,生物体の構造上・機能上の基本単位,ロバート・フックがコルクを顕微鏡観察して見出した小さな区画に小部屋（cell＝細胞）と名付けたように、細胞とはある区画化された空間を指す,1,43,2,86,1
106,生物体の構造上・機能上の基本単位,この区画をしているのが細胞膜であり、脂質がその主要な成分である,1,44,2,88,1
107,生物体の構造上・機能上の基本単位,脂質はエネルギーとして効率が良く[10]、また貯蔵するのによい物質でもある,1,45,2,90,0
108,生物体の構造上・機能上の基本単位,生物は区画された空間ではあるが、完全に外界から遮断されているわけではない,1,46,2,92,0
109,生物体の構造上・機能上の基本単位,外部からエネルギーを取り入れ内部で消費し、化学反応で物質を作り出す[11],1,47,2,94,0
110,生物体の構造上・機能上の基本単位,生物間でのエネルギーの流通に炭水化物は重要であり、主に植物が光合成によって生産している,1,48,2,96,1
111,生物体の構造上・機能上の基本単位,ドーキンスは「利己的な遺伝子」で、たまたま自己複製する分子が存在し、それを継続的に支える環境が生まれた結果、生物が誕生した、とした,1,49,2,98,0
112,生物体の構造上・機能上の基本単位,核酸は遺伝子の実体だが、核酸が相補鎖を形成するという性質が生物の大事な本質である[要出典],1,50,2,100,1
113,生物体の構造上・機能上の基本単位,地球外生命地球以外に生命が発見された事例は記録されていない,1,51,2,102,0
114,生物体の構造上・機能上の基本単位,一方、地球と同様の生物や、あるいは異なった性質の生物が地球以外に存在する可能性も否定されていない,1,52,2,104,1
115,生物体の構造上・機能上の基本単位,太陽系においても、火星には生命が存在する可能性が指摘されている,1,53,2,106,0
116,生物体の構造上・機能上の基本単位,少なくとも過去においては生命に適した環境が存在していた可能性が高いと考えられている[要出典],1,54,2,108,0
117,生物体の構造上・機能上の基本単位,現在でも液体の水と熱源がまだ残っていれば、一部の古細菌（メタン菌）の生存に十分な条件が整っているとされ、水や熱源の探査は火星の探査計画でしばしば行われている,1,55,2,110,1
118,生物体の構造上・機能上の基本単位,太陽系外惑星の観測は、主に星震などの観測が行われているが、スペクトル観測も少しずつ行われるようになってきている,1,56,2,112,0
119,生物体の構造上・機能上の基本単位,2007年に発見されたグリーゼ581cに生物が生存可能な環境の存在が期待されたことがある,1,57,2,114,1
120,生物体の構造上・機能上の基本単位,2008年現在、木星型惑星だけでなく地球型惑星の観測成果も少しずつあがってきている,1,58,2,116,0
121,生物体の構造上・機能上の基本単位,有機物以外を構成要素とする生物も想定される,1,59,2,118,0
122,生物体の構造上・機能上の基本単位,このような仮想理論は「代わりの生化学」と呼ばれている,1,60,2,120,1
123,生物体の構造上・機能上の基本単位,比較的頻繁に言及されるのが、炭素に代わってケイ素を中心とする代謝系を持つ生物（ケイ素生物）である,1,61,2,122,0
124,生物体の構造上・機能上の基本単位,SFの世界では、ガスから成る生物や電磁波から成る生物などが登場する,1,62,2,124,1
125,生物体の構造上・機能上の基本単位,他に純粋知性、精神あるいは物質によらない意識が登場するが、現在の科学では、物質的な実体に依拠しない意識は確認されていない,1,63,2,126,1
126,そして同時にそれ自体を生命体と言うこともできる,細胞とは、全ての生物が持つ、微小な部屋状の下部構造のこと,2,0,4,0,1
127,そして同時にそれ自体を生命体と言うこともできる,生物体の構造上・機能上の基本単位,2,1,4,2,1
128,そして同時にそれ自体を生命体と言うこともできる,コレステロールとは、ステロイドに分類され、その中でもステロールと呼ばれるサブグループに属する有機化合物の一種である,2,3,4,6,0
129,そして同時にそれ自体を生命体と言うこともできる,1784年に胆石からコレステロールが初めて単離された,2,4,4,8,1
130,そして同時にそれ自体を生命体と言うこともできる,室温で単離された場合は白色ないしは微黄色の固体である,2,5,4,10,1
131,そして同時にそれ自体を生命体と言うこともできる,生体内ではスクアレンからラノステロールを経て生合成される,2,6,4,12,0
132,そして同時にそれ自体を生命体と言うこともできる,生物（せいぶつ）または生き物（いきもの）とは、動物・菌類・植物・古細菌・細菌などを総称した呼び方である,2,7,4,14,0
133,そして同時にそれ自体を生命体と言うこともできる,地球上の全ての生物の共通の祖先があり（原始生命体・共通祖先）、その子孫達が増殖し複製するにつれ遺伝子に様々な変異が生じることで進化がおきたとされている,2,8,4,16,1
134,そして同時にそれ自体を生命体と言うこともできる,結果、バクテリアからヒトにいたる生物多様性が生まれ、お互いの存在(他者)や地球環境に依存しながら、相互に複雑な関係で結ばれる生物圏を形成するにいたっている,2,9,4,18,0
135,そして同時にそれ自体を生命体と言うこともできる,そのことをガイアとも呼ぶものもある,2,10,4,20,0
136,そして同時にそれ自体を生命体と言うこともできる,これまで記録された数だけでも百数十万種に上ると言われており、そのうち動物は100万種以上、植物（菌類や藻類も含む）は50万種ほどである[1],2,11,4,22,0
137,そして同時にそれ自体を生命体と言うこともできる,何をもって生物と見なすかについては、さまざまな定義が存在し、その統一は困難であるとされる[2],2,12,4,24,0
138,そして同時にそれ自体を生命体と言うこともできる,生物が持ち、無生物が持たない能力や特徴としては一応、自己増殖能力、エネルギー変換能力、自己と外界との明確な隔離があるとされる,2,13,4,26,1
139,そして同時にそれ自体を生命体と言うこともできる,これに進化する能力を加えることも多い[3],2,14,4,28,1
140,そして同時にそれ自体を生命体と言うこともできる,また、生物は外界とのやりとりを絶やすことのない開放系を取りながら、恒常性（ホメオスタシス）を維持する能力を持ち、常に変化する[4],2,15,4,30,1
141,そして同時にそれ自体を生命体と言うこともできる,生物はすべて細胞を基礎としており、細胞によって構成されていないウイルスなども寄生する細胞がなくては増殖できない[5],2,16,4,32,0
142,そして同時にそれ自体を生命体と言うこともできる,ウイルスは、「それ自身が十分な代謝系をもたないため、宿主細胞がなくては自立増殖することができない」[6]ため、生物か非生物かについて主張が分かれている,2,17,4,34,1
143,そして同時にそれ自体を生命体と言うこともできる,生命の起源はおよそ40億年前であると考えられている[7]が、それがどのように発生したのかについてはさまざまな仮説が存在する,2,18,4,36,1
144,そして同時にそれ自体を生命体と言うこともできる,現在の地球の大気組成は、窒素が78%、酸素が21%、二酸化炭素が0.036%というような構成になっているが、生物が現れる前は、二酸化炭素が多くを占める構成であった,2,19,4,38,1
145,そして同時にそれ自体を生命体と言うこともできる,その温室効果によって地表の温度も高かった,2,20,4,40,1
146,そして同時にそれ自体を生命体と言うこともできる,ここに生物が出現することによって、光合成による有機物の生成や、生物由来の石灰岩の生成がなされ、炭素固定がなされた結果、今のような酸素が多く含まれた窒素主体の大気組成となった,2,21,4,42,1
147,そして同時にそれ自体を生命体と言うこともできる,（ただし、大気組成の変化は生物だけによるものではない,2,22,4,44,0
148,そして同時にそれ自体を生命体と言うこともできる,地球の大気#地球大気の「進化」も参照のこと,2,23,4,46,1
149,そして同時にそれ自体を生命体と言うこともできる,）また、酸素の多い大気になったことによって、オゾン層が形成され、生物にとって有害な宇宙線や紫外線の遮断がなされ、生物の陸上進出が可能になった,2,24,4,48,1
150,そして同時にそれ自体を生命体と言うこともできる,また、海水中の酸素が増えることによって、海水に溶け込んだ鉄が酸化鉄となって沈降し鉄鋼床を堆積させた,2,25,4,50,1
151,そして同時にそれ自体を生命体と言うこともできる,また、現在においては、人類が（大気組成の変化ほどではないにしても）地球の環境に様々な大きな変化をもたらせているとも言える,2,26,4,52,1
152,そして同時にそれ自体を生命体と言うこともできる,生物の特徴の一つは、それぞれの個体が種と呼ばれるグループを形成していることである,2,27,4,54,0
153,そして同時にそれ自体を生命体と言うこともできる,種の違いを認識し学名をつけるのが分類という作業である,2,28,4,56,1
154,そして同時にそれ自体を生命体と言うこともできる,現在分類されている種だけで200万といわれるが、未知の生物種は1千万とも1億ともいわれている,2,29,4,58,1
155,そして同時にそれ自体を生命体と言うこともできる,分類には何段階かの範疇があり、大きいほうから順に、界、門、綱、目、科、属、という枠組みが設けられている,2,30,4,60,1
156,そして同時にそれ自体を生命体と言うこともできる,歴史的に最も古くは生物は植物と動物からなるとした二界説（植物界、動物界）があり、その後の生物観の進展とともに、三界説、五界説、八界説などが登場した,2,31,4,62,1
157,そして同時にそれ自体を生命体と言うこともできる,現在、一般には生物全体をモネラ界（原核生物を含む）、原生生物界、植物界、菌界、動物界に分類する五界説が広く流布しているが、これはいわゆる人為分類である,2,32,4,64,0
158,そして同時にそれ自体を生命体と言うこともできる,分類学は系統を反映した自然分類を目指して現在も研究がされ続けている,2,33,4,66,1
159,そして同時にそれ自体を生命体と言うこともできる,近年では、界の上の枠組みとして、ドメインが設けられていて、細胞特性に従い生物全体を真核生物、細菌（バクテリア）、古細菌（アーキア）に分類する三ドメイン説が知られるようになってきている,2,34,4,68,1
160,そして同時にそれ自体を生命体と言うこともできる,水、タンパク質、脂質、多糖、核酸は生物の主要な構成成分である[8],2,35,4,70,0
161,そして同時にそれ自体を生命体と言うこともできる,生きているという状態は、無数の化学反応の総和であるという見方もできる,2,36,4,72,1
162,そして同時にそれ自体を生命体と言うこともできる,これら化学反応がおこる場を提供しているのが水である,2,37,4,74,1
163,そして同時にそれ自体を生命体と言うこともできる,生物は水の特殊な物性に多くの事を依存しており、極めて重要でかつ主要な構成成分である,2,38,4,76,1
164,そして同時にそれ自体を生命体と言うこともできる,どの生物でも、体の約70％は水であり、その他の物質が30％ほどを占める[9],2,39,4,78,0
165,そして同時にそれ自体を生命体と言うこともできる,生物の複雑さを象徴する物質の一つがタンパク質である,2,40,4,80,0
166,そして同時にそれ自体を生命体と言うこともできる,タンパク質は20種類のアミノ酸が数十から数百個結合したものだが、その順列組み合わせによりその種類は何千万種類にものぼる,2,41,4,82,0
167,そして同時にそれ自体を生命体と言うこともできる,あるタンパク質は、化学反応を触媒する酵素として働き、あるものは生物の構造を支える骨格として働くというように、様々な働きをしている,2,42,4,84,0
168,そして同時にそれ自体を生命体と言うこともできる,ロバート・フックがコルクを顕微鏡観察して見出した小さな区画に小部屋（cell＝細胞）と名付けたように、細胞とはある区画化された空間を指す,2,43,4,86,0
169,そして同時にそれ自体を生命体と言うこともできる,この区画をしているのが細胞膜であり、脂質がその主要な成分である,2,44,4,88,1
170,そして同時にそれ自体を生命体と言うこともできる,脂質はエネルギーとして効率が良く[10]、また貯蔵するのによい物質でもある,2,45,4,90,0
171,そして同時にそれ自体を生命体と言うこともできる,生物は区画された空間ではあるが、完全に外界から遮断されているわけではない,2,46,4,92,0
172,そして同時にそれ自体を生命体と言うこともできる,外部からエネルギーを取り入れ内部で消費し、化学反応で物質を作り出す[11],2,47,4,94,0
173,そして同時にそれ自体を生命体と言うこともできる,生物間でのエネルギーの流通に炭水化物は重要であり、主に植物が光合成によって生産している,2,48,4,96,0
